horizon,true_pos,false_pos,false_neg,true_neg,true_pos_ave_obs,true_pos_ave_q05,true_pos_ave_q50,true_pos_ave_q95,false_pos_ave_obs,false_pos_ave_q05,false_pos_ave_q50,false_pos_ave_q95,false_neg_ave_obs,false_neg_ave_q05,false_neg_ave_q50,false_neg_ave_q95,true_neg_ave_obs,true_neg_ave_q05,true_neg_ave_q50,true_neg_ave_q95
1.0,44179.0,13937.0,22604.0,504775.0,3.9202102058462316,0.9561330894761154,5.132974248580747,25.156629507623524,27.593401665067265,1.5177580042374461,6.987522877874133,29.57931234067282,6.452544323178089,6.394959545181908,15.890116023460418,37.534613908866596,55.77033186154122,22.105078130454633,36.90252979684198,49.07093771774627
2.0,29921.0,13927.0,36301.0,498900.0,3.722905924040804,0.3967344863038025,6.064194502567871,36.54307585545695,33.343516007066846,0.567720539621255,7.170955275477302,37.6630579302759,5.645260124669402,5.124445252673218,17.73932732776789,42.84845215814317,55.56000775596999,15.762610934671216,33.92789961435628,48.18969362096429
3.0,21764.0,12479.0,43931.0,494429.0,3.631230480008702,0.47944474713101454,6.318698257758346,37.23472029600615,36.52113128768795,0.6288737604414407,7.155436691788443,37.73735179086461,5.342219473505829,5.357019388989241,19.089394088511188,43.54690827199083,55.36278708491881,13.833061041228405,32.50194383840035,48.34315522698576
4.0,17137.0,12733.0,47938.0,488350.0,3.603630988887389,0.16748895712860715,6.438650151792614,34.16994364973808,39.97052178404969,0.19223175502053735,6.423312876022154,34.07486310735816,5.194154245812256,4.855661943869451,20.019895404802305,42.72365634174499,55.26429725190787,12.34734756205268,31.143654755754138,49.12361631271379
5.0,13188.0,10888.0,51302.0,484335.0,3.522664927302648,0.6483153312932841,6.974679248585443,39.352537319737564,41.24710732562677,0.5489750732144261,6.296355546318668,37.67821782393809,5.0943376355641155,5.827929792627341,21.048384521984506,44.99404023448457,55.167620599023614,11.519213886043076,31.612459434069315,48.11853994893882
6.0,11357.0,8237.0,52468.0,481206.0,3.415376320415041,0.13062224101724262,7.1807528324343215,38.56964924449472,39.921807076205354,0.1448195530717865,7.628905653984306,37.833272405079995,5.063599666661215,4.301125777763338,20.538404834082353,44.847718821708284,55.06356910400513,9.408533395029478,29.847751255614654,48.01204615537096
7.0,9577.0,8665.0,53786.0,474795.0,3.57178400258524,0.3158029488230394,7.068407417389276,38.846714831150386,40.2771705051825,0.2812643355585149,6.982891839716865,37.084704101175085,4.981802740503704,4.403123753155795,20.942401715610085,44.99659143419577,54.986232591412765,8.569364463985528,29.310815294169114,48.02978000294385
8.0,5756.0,3880.0,56885.0,473859.0,3.4311568762710976,0.2888162479871176,7.557379093034099,41.590655277138204,39.60539290118463,0.3184326366588627,7.987201290846485,41.104693348874754,4.899261425298673,4.6410806413457335,21.386069693426638,47.66650792356848,54.80920741896182,9.43352379290494,27.711991165786173,51.5752502386133
9.0,4682.0,3235.0,57382.0,468638.0,3.3762302555077,0.055731078190510215,8.058262956111871,40.46345884379338,41.05576184197592,0.07394061312424897,8.107279970428952,39.68774943462295,4.868104445798896,4.644437100572479,21.953240397301304,45.81111663761719,54.77583837483921,9.183487801007683,30.14722481657682,47.99579285981304
10.0,4594.0,3782.0,57041.0,462077.0,3.3856784250760756,0.16190427099303883,7.669788907793329,40.74988588250924,41.058062564500865,0.1519469817137983,7.947273448937032,40.59510461039672,4.859124651862928,4.46726265358644,22.09755813256025,45.88036373326551,54.769822014700395,8.385987911290394,29.669059010538664,48.14855832204114
11.0,6029.0,5177.0,54515.0,455330.0,3.5112170083758785,0.07207121988358357,7.459155535676682,40.891576369300296,39.820553653415665,0.08040708703540664,7.867425641102901,40.7536719397548,4.875928394824586,5.094611999408636,22.267771819236355,45.86565890948532,54.841457340553056,8.582421782063134,29.17279148071856,47.75886107497481
12.0,3295.0,2549.0,56770.0,451994.0,3.439096280749271,0.08541809690378505,7.86654511525526,41.12092597509914,40.46056402968912,0.08608705036871196,8.14214401118963,41.33364404683583,4.810416715243568,4.874277837061853,22.873754550983563,45.84712994158719,54.71655744992878,7.486403164822477,29.194079648947444,48.04660110400376
13.0,4467.0,3735.0,55098.0,444865.0,3.4701436559692818,0.06217221378319371,7.565761817643806,39.896107183678026,39.90701632416711,0.09626873484257872,7.875387222667934,39.94672004056264,4.832055407155344,5.088469995388366,22.697140594589598,46.10166427427863,54.7107517313518,8.022023385466328,28.58708057505821,48.02896138564738
