horizon,true_pos,false_pos,false_neg,true_neg,true_pos_ave_obs,true_pos_ave_q05,true_pos_ave_q50,true_pos_ave_q95,false_pos_ave_obs,false_pos_ave_q05,false_pos_ave_q50,false_pos_ave_q95,false_neg_ave_obs,false_neg_ave_q05,false_neg_ave_q50,false_neg_ave_q95,true_neg_ave_obs,true_neg_ave_q05,true_neg_ave_q50,true_neg_ave_q95
1.0,48212.0,18669.0,18571.0,500043.0,4.011555501641186,1.0708897531937844,5.413953087990891,20.811640221261783,29.183105034899448,1.7507158250184924,7.17498047327397,22.462868922511117,6.765341915894316,6.143669004088236,14.088092404635091,27.086801036251142,55.97762415736042,11.219188134051631,23.13067422693462,35.747698393590156
2.0,39730.0,26281.0,26492.0,486546.0,3.934280361629143,0.8890975543594828,5.693642838903497,23.76289716188175,35.01414578628932,1.261381825401918,7.10010729858043,24.434061360528837,6.040038395414578,4.983379960926898,14.946744884768588,27.085670499846273,56.033871928809155,9.091263688433026,22.35932313282132,30.15443217757549
3.0,32751.0,26360.0,32944.0,480548.0,3.851207548459247,0.8064618895780635,6.177585720479505,24.203074353432307,38.04581908318631,1.049998401316824,7.234308500061651,24.70970683054425,5.694155094642581,5.062094339573934,15.234771724549702,27.47111044363121,55.82340757201276,8.473539633582439,21.43492506026023,29.699353470085445
4.0,27413.0,25403.0,37662.0,475680.0,3.7846232077129733,0.7872411180479891,6.53999208704078,24.763683247843666,39.7981829539071,0.9125828961028417,7.260265954264104,24.96697812207462,5.496386662930152,4.179922563538068,15.390284803592166,27.775295182109026,55.680858928833274,6.86445270616065,20.692328245496252,29.255325981370135
5.0,22714.0,21094.0,41776.0,474129.0,3.7404679875455793,0.514451552682006,6.936722542417162,24.87659437870322,39.83372549926137,0.669153413603495,7.530212272033117,24.853841475539834,5.3342977923177735,3.677813592111126,15.178068653736386,27.732365276200795,55.53015196646505,5.821253283022529,19.73700614599559,30.19590442471269
6.0,19176.0,21131.0,44649.0,468312.0,3.743465292325782,0.8304523943403163,7.053328322583921,25.139553830779786,41.209867863788006,0.7809344597196428,7.364449770206966,24.725843058448877,5.211330281432844,3.827796691794815,15.41774981590414,28.05962864719165,55.422346728930485,5.615320427773536,19.494490357686217,29.919765764685536
7.0,20102.0,20876.0,43261.0,462584.0,3.7906893932938566,0.5448409877194894,7.13708362620242,25.369709412075018,38.857044787031406,0.6159073745788662,7.801931697146478,25.390966543773967,5.223128901539446,3.3571455162017245,15.144285352238725,27.982429313179093,55.43860211052082,5.302418002784056,19.129249659049368,29.31850963107421
8.0,15833.0,19319.0,46808.0,458420.0,3.823392583468212,0.7333227008014592,7.266979842950787,25.463120603925812,40.80467103952897,0.7974265561250558,7.728303651931037,25.516620224285735,5.082645068874535,3.7403674276510306,15.408272069573423,28.09484427612147,55.27071179919236,5.480058311065344,19.308777284980014,29.08078276099691
9.0,15998.0,19087.0,46066.0,452786.0,3.797723315203506,0.8562604937553853,6.991356260304243,25.152118244593197,40.37415706582358,0.8141474620670247,7.735542890909157,25.203814649279625,5.0882017489795865,4.0578378444603915,15.651278605159073,27.92442836305195,55.28490986459678,5.767729759205843,19.168967069919034,28.902362351761006
10.0,14409.0,18105.0,47226.0,447754.0,3.839371088355753,0.6659507677729485,7.2249150979596655,26.185418378554754,41.8313309189892,0.6393311047530971,7.764088526182957,25.907685114711203,5.026926649294768,3.9430143081602447,15.724151255411684,28.328430372186542,55.177174058561974,5.619130468861284,18.927391425633676,29.176756789667607
11.0,11704.0,13533.0,48840.0,446974.0,3.733079974360698,0.6164248409647283,7.407123912446664,25.628109846388895,41.66466725791346,0.656193807979896,8.036996011826986,25.845833101514295,4.981334884673278,3.4800106587753397,15.705054324108689,28.0819823789167,55.066433025492344,5.020878874451329,18.473297052962018,29.67692805814509
12.0,10316.0,11492.0,49749.0,443051.0,3.7082855059624804,0.44047922814953183,7.838851183501208,25.93159217342659,40.46356691701712,0.539824039326171,8.22744618784902,25.889572765451252,4.948129729038519,3.125848312379511,15.540698163422961,28.363223734327352,55.00423728808744,4.515432363761015,18.493318018865516,29.330099766226834
13.0,12075.0,17640.0,47490.0,430960.0,3.898062585452822,0.4884279217927352,7.570933495710602,25.796921464118405,42.65699295592146,0.5029110714269468,8.141201150133496,25.87694365875521,4.941432192362963,3.223392421826736,15.519449718958906,28.311612726397502,55.075835156850125,4.616110502753053,18.278463912111988,28.97292632195377
